Solute;Solvent;SoluteSMILES;SolventSMILES;DeltaGsolv
methylhexanoate;dichloroethane;CCCCCC(=O)OC;CC(Cl)Cl;-6.57
pentylacetate;dichloroethane;CCCCCOC(C)=O;CC(Cl)Cl;-6.64
ethylamine;dichloroethane;CCN;CC(Cl)Cl;-3.19
propylamine;dichloroethane;CCCN;CC(Cl)Cl;-4.04
butylamine;dichloroethane;CCCCN;CC(Cl)Cl;-4.34
diethylamine;dichloroethane;CCNCC;CC(Cl)Cl;-4
pyridine;dichloroethane;C1=CC=NC=C1;CC(Cl)Cl;-5.53
aniline;dichloroethane;C1=CC=C(C=C1)N;CC(Cl)Cl;-7.39
m-hydroxybenzaldehyde;dichloroethane;C1=CC(=CC(=C1)O)C=O;CC(Cl)Cl;-10.11
p-hydroxybenzaldehyde;dichloroethane;C1=CC(=CC=C1C=O)O;CC(Cl)Cl;-10.7
p-bromophenol;dichloroethane;C1=CC(=CC=C1O)Br;CC(Cl)Cl;-9.1
trimethylphosphate;dichloroethane;COP(=O)(OC)OC;CC(Cl)Cl;-8.55
triethylphosphate;dichloroethane;CCOP(=O)(OCC)OCC;CC(Cl)Cl;-9.59
dichloroethane;dichloroethane;CC(Cl)Cl;CC(Cl)Cl;-4.69
benzamide;dichloroethane;C1=CC=C(C=C1)C(=O)N;CC(Cl)Cl;-10.9
n-octane;diethylether;CCCCCCCC;CCOCC;-5.62
benzene;diethylether;C1=CC=CC=C1;CCOCC;-4.21
toluene;diethylether;CC1=CC=CC=C1;CCOCC;-5.23
ethylbenzene;diethylether;CCC1=CC=CC=C1;CCOCC;-5.45
o-xylene;diethylether;CC1=CC=CC=C1C;CCOCC;-5.58
m-xylene;diethylether;CC1=CC(=CC=C1)C;CCOCC;-5.56
naphthalene;diethylether;C1=CC=C2C=CC=CC2=C1;CCOCC;-7.25
methanol;diethylether;CO;CCOCC;-3.61
ethanol;diethylether;CCO;CCOCC;-4.41
"1;2-ethanediol";diethylether;C(CO)O;CCOCC;-6.2
1-propanol;diethylether;CCCO;CCOCC;-4.9
isopropanol;diethylether;CC(C)O;CCOCC;-4.44
1-butanol;diethylether;CCCCO;CCOCC;-5.69
t-butanol;diethylether;CC(C)(C)O;CCOCC;-4.8
cyclopentanol;diethylether;C1CCC(C1)O;CCOCC;-6.5
1-pentanol;diethylether;CCCCCO;CCOCC;-6.11
phenol;diethylether;C1=CC=C(C=C1)O;CCOCC;-8.75
1-hexanol;diethylether;CCCCCCO;CCOCC;-6.82
m-cresol;diethylether;CC1=CC(=CC=C1)O;CCOCC;-7.95
1-heptanol;diethylether;CCCCCCCO;CCOCC;-7.51
"1;4-dioxane";diethylether;C1COCCO1;CCOCC;-4.67
diethylether;diethylether;CCOCC;CCOCC;-3.39
anisole;diethylether;COC1=CC=CC=C1;CCOCC;-5.71
acetaldehyde;diethylether;CC=O;CCOCC;-2.85
propanal;diethylether;CCC=O;CCOCC;-3.85
benzaldehyde;diethylether;C1=CC=C(C=C1)C=O;CCOCC;-6.08
2-butanone;diethylether;CCC(=O)C;CCOCC;-4.09
acetophenone;diethylether;CC(=O)C1=CC=CC=C1;CCOCC;-6.79
aceticacid;diethylether;CC(O)=O;CCOCC;-6.26
propanoicacid;diethylether;CC(=O)CC(=O)NC1=CC(=C(C=C1OC)OC)Cl;CCOCC;-6.75
butanoicacid;diethylether;C1=CN=C(C=C1CO)C2=NC=CC(=C2)CO;CCOCC;-7.32
pentanoicacid;diethylether;CCCCC(O)=O;CCOCC;-7.87
hexanoicacid;diethylether;C1=CC=C(C=C1)C[Si](Cl)(Cl)Cl;CCOCC;-8.85
ethylamine;diethylether;CCN;CCOCC;-2.89
dimethylamine;diethylether;CNC;CCOCC;-2.63
propylamine;diethylether;CCCN;CCOCC;-3.65
trimethylamine;diethylether;CN(C)C;CCOCC;-2.78
butylamine;diethylether;CCCCN;CCOCC;-4.24
diethylamine;diethylether;CCNCC;CCOCC;-3.83
dipropylamine;diethylether;CCCNCCC;CCOCC;-4.96
pyridine;diethylether;C1=CC=NC=C1;CCOCC;-4.81
aniline;diethylether;C1=CC=C(C=C1)N;CCOCC;-6.51
acetonitrile;diethylether;CC#N;CCOCC;-3.59
benzonitrile;diethylether;C1=CC=C(C=C1)C#N;CCOCC;-6.36
nitrobenzene;diethylether;C1=CC=C(C=C1)[N+](=O)[O-];CCOCC;-6.85
2-methyl-1-nitrobenzene;diethylether;CC1=CC=CC=C1[N+](=O)[O-];CCOCC;-7.21
allylalcohol;diethylether;OCC=C;CCOCC;-4.87
2-methoxyethanol;diethylether;COCCO;CCOCC;-5.12
m-hydroxybenzaldehyde;diethylether;C1=CC(=CC(=C1)O)C=O;CCOCC;-11.36
p-hydroxybenzaldehyde;diethylether;C1=CC(=CC=C1C=O)O;CCOCC;-12.07
chlorobenzene;diethylether;C1=CC=C(C=C1)Cl;CCOCC;-5.42
"1;4-dichlorobenzene";diethylether;C1=CC(=CC=C1Cl)Cl;CCOCC;-6.18
bromobenzene;diethylether;C1=CC=C(C=C1)Br;CCOCC;-5.99
ammonia;diethylether;N;CCOCC;-1.41
water;diethylether;O;CCOCC;-3.85
hydrogensulfide;diethylether;S;CCOCC;-0.6
piperidine;diethylether;C1CCNCC1;CCOCC;-4.82
methylamine;diethylether;CN;CCOCC;-2.32
hydrazine;diethylether;NN;CCOCC;-3.08
acetamide;diethylether;CC(=O)N;CCOCC;-6.16
1-octanol;diethylether;CCCCCCCCO;CCOCC;-7.25
nitromethane;diethylether;C[N+](=O)[O-];CCOCC;-4.19
"N;N-dimethylformamide";diethylether;CN(C)C=O;CCOCC;-5.31
urea;diethylether;C(=O)(N)N;CCOCC;-9.11
benzamide;diethylether;C1=CC=C(C=C1)C(=O)N;CCOCC;-10.6
hydrogenperoxide;diethylether;OO;CCOCC;-7.03
formamide;diethylether;C(=O)N;CCOCC;-5.97
uracil;diethylether;C1=CNC(=O)NC1=O;CCOCC;-15.03
5-fluorouracil;diethylether;C1=C(C(=O)NC(=O)N1)F;CCOCC;-15.56
5-bromouracil;diethylether;C1=C(C(=O)NC(=O)N1)Br;CCOCC;-17.01
iodobenzene;diethylether;C1=CC=C(C=C1)I;CCOCC;-6.64
iodomethane;diethylether;CI;CCOCC;-3.51
n-octane;diisopropylether;CCCCCCCC;CC(C)OC(C)C;-5.38
toluene;diisopropylether;CC1=CC=CC=C1;CC(C)OC(C)C;-4.91
naphthalene;diisopropylether;C1=CC=C2C=CC=CC2=C1;CC(C)OC(C)C;-7.24
ethanol;diisopropylether;CCO;CC(C)OC(C)C;-3.9
phenol;diisopropylether;C1=CC=C(C=C1)O;CC(C)OC(C)C;-8.35
"1;4-dioxane";diisopropylether;C1COCCO1;CC(C)OC(C)C;-4.42
formaldehyde;diisopropylether;C=O;CC(C)OC(C)C;-1.04
2-butanone;diisopropylether;CCC(=O)C;CC(C)OC(C)C;-3.96
aceticacid;diisopropylether;CC(O)=O;CC(C)OC(C)C;-5.73
propanoicacid;diisopropylether;CC(=O)CC(=O)NC1=CC(=C(C=C1OC)OC)Cl;CC(C)OC(C)C;-6.37
butanoicacid;diisopropylether;C1=CN=C(C=C1CO)C2=NC=CC(=C2)CO;CC(C)OC(C)C;-6.85
pentanoicacid;diisopropylether;CCCCC(O)=O;CC(C)OC(C)C;-7.59
hexanoicacid;diisopropylether;C1=CC=C(C=C1)C[Si](Cl)(Cl)Cl;CC(C)OC(C)C;-8.23
trimethylamine;diisopropylether;CN(C)C;CC(C)OC(C)C;-2.74
diethylamine;diisopropylether;CCNCC;CC(C)OC(C)C;-3.78
pyridine;diisopropylether;C1=CC=NC=C1;CC(C)OC(C)C;-4.88
aniline;diisopropylether;C1=CC=C(C=C1)N;CC(C)OC(C)C;-6.67
p-hydroxybenzaldehyde;diisopropylether;C1=CC(=CC=C1C=O)O;CC(C)OC(C)C;-11.63
water;diisopropylether;O;CC(C)OC(C)C;-3.58
isopropylether;diisopropylether;CC(C)OC(C)C;CC(C)OC(C)C;-3.97
nitromethane;diisopropylether;C[N+](=O)[O-];CC(C)OC(C)C;-3.9
hydrogenperoxide;diisopropylether;OO;CC(C)OC(C)C;-6.72
n-octane;dimethylacetamide;CCCCCCCC;CC(=O)N(C)C;-3.94
toluene;dimethylacetamide;CC1=CC=CC=C1;CC(=O)N(C)C;-4.94
ethanol;dimethylacetamide;CCO;CC(=O)N(C)C;-5.4
"1;4-dioxane";dimethylacetamide;C1COCCO1;CC(=O)N(C)C;-5.01
2-butanone;dimethylacetamide;CCC(=O)C;CC(=O)N(C)C;-4.52
nitromethane;dimethylacetamide;C[N+](=O)[O-];CC(=O)N(C)C;-5.62
"N;N-dimethylacetamide";dimethylacetamide;CC(=O)N(C)C;CC(=O)N(C)C;-6.77
n-octane;dimethylformamide;CCCCCCCC;CN(C)C=O;-3.77
toluene;dimethylformamide;CC1=CC=CC=C1;CN(C)C=O;-4.88
ethanol;dimethylformamide;CCO;CN(C)C=O;-5.23
"1;4-dioxane";dimethylformamide;C1COCCO1;CN(C)C=O;-5.03
2-butanone;dimethylformamide;CCC(=O)C;CN(C)C=O;-4.56
nitromethane;dimethylformamide;C[N+](=O)[O-];CN(C)C=O;-5.66
"N;N-dimethylformamide";dimethylformamide;CN(C)C=O;CN(C)C=O;-6.47
n-octane;dimethylpyridine;CCCCCCCC;CC1=C(N=CC=C1)C;-4.88
toluene;dimethylpyridine;CC1=CC=CC=C1;CC1=C(N=CC=C1)C;-5.03
ethanol;dimethylpyridine;CCO;CC1=C(N=CC=C1)C;-4.87
"1;4-dioxane";dimethylpyridine;C1COCCO1;CC1=C(N=CC=C1)C;-4.9
2-butanone;dimethylpyridine;CCC(=O)C;CC1=C(N=CC=C1)C;-4.34
"2;6-dimethylpyridine";dimethylpyridine;CC1=NC(=CC=C1)C;CC1=C(N=CC=C1)C;-6.04
n-octane;dimethylsulfoxide;CCCCCCCC;CS(=O)C;-2.84
toluene;dimethylsulfoxide;CC1=CC=CC=C1;CS(=O)C;-4.42
ethanol;dimethylsulfoxide;CCO;CS(=O)C;-5.25
"1;4-dioxane";dimethylsulfoxide;C1COCCO1;CS(=O)C;-4.9
2-butanone;dimethylsulfoxide;CCC(=O)C;CS(=O)C;-4.23
dimethylsulfoxide;dimethylsulfoxide;CS(=O)C;CS(=O)C;-7.63
nitromethane;dimethylsulfoxide;C[N+](=O)[O-];CS(=O)C;-5.66
ethanol;dodecane;CCO;CCCCCCCCCCCC;-2.06
1-propanol;dodecane;CCCO;CCCCCCCCCCCC;-2.74
1-butanol;dodecane;CCCCO;CCCCCCCCCCCC;-3.47
1-pentanol;dodecane;CCCCCO;CCCCCCCCCCCC;-4.09
1-hexanol;dodecane;CCCCCCO;CCCCCCCCCCCC;-4.28
1-heptanol;dodecane;CCCCCCCO;CCCCCCCCCCCC;-5.41
acetophenone;dodecane;CC(=O)C1=CC=CC=C1;CCCCCCCCCCCC;-6.11
n-dodecane;dodecane;CCCCCCCCCCCC;CCCCCCCCCCCC;-7.83
n-octane;ethanol;CCCCCCCC;CCO;-4.23
toluene;ethanol;CC1=CC=CC=C1;CCO;-4.57
ethanol;ethanol;CCO;CCO;-5.04
"1;4-dioxane";ethanol;C1COCCO1;CCO;-4.68
2-butanone;ethanol;CCC(=O)C;CCO;-4.32
chlorobenzene;ethanol;C1=CC=C(C=C1)Cl;CCO;-3.3
nitromethane;ethanol;C[N+](=O)[O-];CCO;-4.34
g-butyrolactone;ethanol;C1CC(=O)OC1;CCO;-4.58
n-octane;ethoxybenzene;CCCCCCCC;CCOC1=CC=CC=C1;-4.75
toluene;ethoxybenzene;CC1=CC=CC=C1;CCOC1=CC=CC=C1;-4.99
ethanol;ethoxybenzene;CCO;CCOC1=CC=CC=C1;-3.45
"1;4-dioxane";ethoxybenzene;C1COCCO1;CCOC1=CC=CC=C1;-4.87
2-butanone;ethoxybenzene;CCC(=O)C;CCOC1=CC=CC=C1;-4.28
ethylphenylether;ethoxybenzene;CCOc1ccccc1;CCOC1=CC=CC=C1;-6.75
nitromethane;ethoxybenzene;C[N+](=O)[O-];CCOC1=CC=CC=C1;-4.45
n-octane;ethylacetate;CCCCCCCC;CCOC(=O)C;-4.72
toluene;ethylacetate;CC1=CC=CC=C1;CCOC(=O)C;-5.05
methanol;ethylacetate;CO;CCOC(=O)C;-3.37
ethanol;ethylacetate;CCO;CCOC(=O)C;-4.24
"1;2-ethanediol";ethylacetate;C(CO)O;CCOC(=O)C;-6.82
1-propanol;ethylacetate;CCCO;CCOC(=O)C;-4.9
1-butanol;ethylacetate;CCCCO;CCOC(=O)C;-5.77
1-pentanol;ethylacetate;CCCCCO;CCOC(=O)C;-6.13
phenol;ethylacetate;C1=CC=C(C=C1)O;CCOC(=O)C;-8.7
1-hexanol;ethylacetate;CCCCCCO;CCOC(=O)C;-6.92
1-heptanol;ethylacetate;CCCCCCCO;CCOC(=O)C;-7.56
"1;4-dioxane";ethylacetate;C1COCCO1;CCOC(=O)C;-5.03
aceticacid;ethylacetate;CC(O)=O;CCOC(=O)C;-6.46
propanoicacid;ethylacetate;CC(=O)CC(=O)NC1=CC(=C(C=C1OC)OC)Cl;CCOC(=O)C;-6.95
butanoicacid;ethylacetate;C1=CN=C(C=C1CO)C2=NC=CC(=C2)CO;CCOC(=O)C;-7.34
ethylacetate;ethylacetate;CCOC(=O)C;CCOC(=O)C;-4.46
water;ethylacetate;O;CCOC(=O)C;-4.26
1-octanol;ethylacetate;CCCCCCCCO;CCOC(=O)C;-8.41
nitromethane;ethylacetate;C[N+](=O)[O-];CCOC(=O)C;-5.06
4-methylaniline;ethylacetate;CC1=CC=C(C=C1)N;CCOC(=O)C;-7.63
hydrogenperoxide;ethylacetate;OO;CCOC(=O)C;-7.6
uracil;ethylacetate;C1=CNC(=O)NC1=O;CCOC(=O)C;-15.43
5-fluorouracil;ethylacetate;C1=C(C(=O)NC(=O)N1)F;CCOC(=O)C;-16.1
5-bromouracil;ethylacetate;C1=C(C(=O)NC(=O)N1)Br;CCOC(=O)C;-17.93
ethylbenzene;ethylbenzene;CCC1=CC=CC=C1;CCC1=CC=CC=C1;-5.67
methanol;ethylbenzene;CO;CCC1=CC=CC=C1;-1.43
ethanol;ethylbenzene;CCO;CCC1=CC=CC=C1;-2.49
1-propanol;ethylbenzene;CCCO;CCC1=CC=CC=C1;-3.71
1-butanol;ethylbenzene;CCCCO;CCC1=CC=CC=C1;-3.77
1-pentanol;ethylbenzene;CCCCCO;CCC1=CC=CC=C1;-4.72
phenol;ethylbenzene;C1=CC=C(C=C1)O;CCC1=CC=CC=C1;-6.82
1-hexanol;ethylbenzene;CCCCCCO;CCC1=CC=CC=C1;-5.68
o-cresol;ethylbenzene;CC1=CC=CC=C1O;CCC1=CC=CC=C1;-7.25
1-heptanol;ethylbenzene;CCCCCCCO;CCC1=CC=CC=C1;-6.7
acetone;ethylbenzene;CC(=O)C;CCC1=CC=CC=C1;-3.41
2-butanone;ethylbenzene;CCC(=O)C;CCC1=CC=CC=C1;-4.12
2-pentanone;ethylbenzene;CCCC(=O)C;CCC1=CC=CC=C1;-4.85
2-hexanone;ethylbenzene;CCCCC(=O)C;CCC1=CC=CC=C1;-5.49
"3;3-dimethylbutanone";ethylbenzene;CC(=O)C(C)(C)C;CCC1=CC=CC=C1;-4.92
2-heptanone;ethylbenzene;CCCCCC(=O)C;CCC1=CC=CC=C1;-6.1
methylacetate;ethylbenzene;COC(C)=O;CCC1=CC=CC=C1;-3.74
methylpropanoate;ethylbenzene;CCC(=O)OC;CCC1=CC=CC=C1;-4.29
ethylacetate;ethylbenzene;CCOC(=O)C;CCC1=CC=CC=C1;-4.31
propylacetate;ethylbenzene;CCCOC(C)=O;CCC1=CC=CC=C1;-4.95
methylpentanoate;ethylbenzene;CCCCC(=O)OC;CCC1=CC=CC=C1;-5.56
butylacetate;ethylbenzene;CCCCOC(C)=O;CCC1=CC=CC=C1;-5.48
pentylacetate;ethylbenzene;CCCCCOC(C)=O;CCC1=CC=CC=C1;-6.2
ethylamine;ethylbenzene;CCN;CCC1=CC=CC=C1;-2.59
propylamine;ethylbenzene;CCCN;CCC1=CC=CC=C1;-3.44
trimethylamine;ethylbenzene;CN(C)C;CCC1=CC=CC=C1;-2.64
butylamine;ethylbenzene;CCCCN;CCC1=CC=CC=C1;-4.43
p-bromophenol;ethylbenzene;C1=CC(=CC=C1O)Br;CCC1=CC=CC=C1;-8.54
water;ethylbenzene;O;CCC1=CC=CC=C1;-1.51
n-octane;fluorobenzene;CCCCCCCC;C1=CC=C(C=C1)F;-4.99
toluene;fluorobenzene;CC1=CC=CC=C1;C1=CC=C(C=C1)F;-5.27
ethanol;fluorobenzene;CCO;C1=CC=C(C=C1)F;-3.45
"1;4-dioxane";fluorobenzene;C1COCCO1;C1=CC=C(C=C1)F;-5.18
2-butanone;fluorobenzene;CCC(=O)C;C1=CC=C(C=C1)F;-4.6
fluorobenzene;fluorobenzene;C1=CC=C(C=C1)F;C1=CC=C(C=C1)F;-4.6
nitromethane;fluorobenzene;C[N+](=O)[O-];C1=CC=C(C=C1)F;-4.62
n-heptane;heptane;CCCCCCC;CCCCCCC;-4.65
benzene;heptane;C1=CC=CC=C1;CCCCCCC;-4
toluene;heptane;CC1=CC=CC=C1;CCCCCCC;-4.78
o-xylene;heptane;CC1=CC=CC=C1C;CCCCCCC;-5.52
m-xylene;heptane;CC1=CC(=CC=C1)C;CCCCCCC;-5.67
p-xylene;heptane;CC1=CC=C(C=C1)C;CCCCCCC;-5.52
naphthalene;heptane;C1=CC=C2C=CC=CC2=C1;CCCCCCC;-7.02
anthracene;heptane;C1=CC=C2C=C3C=CC=CC3=CC2=C1;CCCCCCC;-10
methanol;heptane;CO;CCCCCCC;-1.29
ethanol;heptane;CCO;CCCCCCC;-2.15
1-propanol;heptane;CCCO;CCCCCCC;-3.01
1-butanol;heptane;CCCCO;CCCCCCC;-3.66
1-pentanol;heptane;CCCCCO;CCCCCCC;-4.09
phenol;heptane;C1=CC=C(C=C1)O;CCCCCCC;-5.32
1-hexanol;heptane;CCCCCCO;CCCCCCC;-4.89
o-cresol;heptane;CC1=CC=CC=C1O;CCCCCCC;-6.01
m-cresol;heptane;CC1=CC(=CC=C1)O;CCCCCCC;-5.01
p-cresol;heptane;CC1=CC=C(C=C1)O;CCCCCCC;-5.77
1-heptanol;heptane;CCCCCCCO;CCCCCCC;-5.6
anisole;heptane;COC1=CC=CC=C1;CCCCCCC;-5.35
benzaldehyde;heptane;C1=CC=C(C=C1)C=O;CCCCCCC;-5.5
acetone;heptane;CC(=O)C;CCCCCCC;-2.61
2-butanone;heptane;CCC(=O)C;CCCCCCC;-3.36
2-pentanone;heptane;CCCC(=O)C;CCCCCCC;-4.07
2-hexanone;heptane;CCCCC(=O)C;CCCCCCC;-4.55
"3;3-dimethylbutanone";heptane;CC(=O)C(C)(C)C;CCCCCCC;-4.3
2-heptanone;heptane;CCCCCC(=O)C;CCCCCCC;-5.22
acetophenone;heptane;CC(=O)C1=CC=CC=C1;CCCCCCC;-6.14
propanoicacid;heptane;CC(=O)CC(=O)NC1=CC(=C(C=C1OC)OC)Cl;CCCCCCC;-4.06
butanoicacid;heptane;C1=CN=C(C=C1CO)C2=NC=CC(=C2)CO;CCCCCCC;-5.05
pentanoicacid;heptane;CCCCC(O)=O;CCCCCCC;-5.23
hexanoicacid;heptane;C1=CC=C(C=C1)C[Si](Cl)(Cl)Cl;CCCCCCC;-6.54
methylacetate;heptane;COC(C)=O;CCCCCCC;-2.97
methylpropanoate;heptane;CCC(=O)OC;CCCCCCC;-3.63
ethylacetate;heptane;CCOC(=O)C;CCCCCCC;-3.5
propylacetate;heptane;CCCOC(C)=O;CCCCCCC;-4.09
methylpentanoate;heptane;CCCCC(=O)OC;CCCCCCC;-4.92
butylacetate;heptane;CCCCOC(C)=O;CCCCCCC;-4.83
methylhexanoate;heptane;CCCCCC(=O)OC;CCCCCCC;-5.63
pentylacetate;heptane;CCCCCOC(C)=O;CCCCCCC;-5.42
ethylamine;heptane;CCN;CCCCCCC;-2.09
propylamine;heptane;CCCN;CCCCCCC;-3.03
butylamine;heptane;CCCCN;CCCCCCC;-3.55
pyridine;heptane;C1=CC=NC=C1;CCCCCCC;-4.28
aniline;heptane;C1=CC=C(C=C1)N;CCCCCCC;-5.38
acetonitrile;heptane;CC#N;CCCCCCC;-2.06
benzonitrile;heptane;C1=CC=C(C=C1)C#N;CCCCCCC;-5.33
nitrobenzene;heptane;C1=CC=C(C=C1)[N+](=O)[O-];CCCCCCC;-6.14
fluorobenzene;heptane;C1=CC=C(C=C1)F;CCCCCCC;-4.13
chlorobenzene;heptane;C1=CC=C(C=C1)Cl;CCCCCCC;-5.15
"1;2-dichlorobenzene";heptane;C1=CC=C(C(=C1)Cl)Cl;CCCCCCC;-6.01
"1;4-dichlorobenzene";heptane;C1=CC(=CC=C1Cl)Cl;CCCCCCC;-5.81
bromobenzene;heptane;C1=CC=C(C=C1)Br;CCCCCCC;-5.72
p-dibromobenzene;heptane;C1=CC(=CC=C1Br)Br;CCCCCCC;-7.55
trimethylphosphate;heptane;COP(=O)(OC)OC;CCCCCCC;-5.59
triethylphosphate;heptane;CCOP(=O)(OCC)OCC;CCCCCCC;-6.67
tripropylphosphate;heptane;CCCO[P](=O)(OCCC)OCCC;CCCCCCC;-7.5
2-octanone;heptane;CCCCCCC(=O)C;CCCCCCC;-5.68
thiophene;heptane;C1=CSC=C1;CCCCCCC;-4.09
"2;2'-dichlorobiphenyl";heptane;C1=CC=C(C(=C1)C2=CC=CC=C2Cl)Cl;CCCCCCC;-9.22
"N;N-dimethylacetamide";heptane;CC(=O)N(C)C;CCCCCCC;-4.8
benzamide;heptane;C1=CC=C(C=C1)C(=O)N;CCCCCCC;-7.26
2-methylaniline;heptane;CC1=CC=CC=C1N;CCCCCCC;-6.28
3-methylaniline;heptane;CC1=CC(=CC=C1)N;CCCCCCC;-6.35
4-methylaniline;heptane;CC1=CC=C(C=C1)N;CCCCCCC;-6.15
N-methyl-2-pyrrolidinone;heptane;CN1CCCC1=O;CCCCCCC;-5.8
5-fluorouracil;heptane;C1=C(C(=O)NC(=O)N1)F;CCCCCCC;-11.28
5-bromouracil;heptane;C1=C(C(=O)NC(=O)N1)Br;CCCCCCC;-12.73
iodobenzene;heptane;C1=CC=C(C=C1)I;CCCCCCC;-6.27
benzene;heptanol;C1=CC=CC=C1;CCCCCCCO;-3.73
toluene;heptanol;CC1=CC=CC=C1;CCCCCCCO;-4.33
ethylbenzene;heptanol;CCC1=CC=CC=C1;CCCCCCCO;-4.58
phenol;heptanol;C1=CC=C(C=C1)O;CCCCCCCO;-8.69
o-cresol;heptanol;CC1=CC=CC=C1O;CCCCCCCO;-8.78
p-cresol;heptanol;CC1=CC=C(C=C1)O;CCCCCCCO;-9.16
1-heptanol;heptanol;CCCCCCCO;CCCCCCCO;-7.84
aceticacid;heptanol;CC(O)=O;CCCCCCCO;-6.7
ethylamine;heptanol;CCN;CCCCCCCO;-4.15
propylamine;heptanol;CCCN;CCCCCCCO;-4.8
butylamine;heptanol;CCCCN;CCCCCCCO;-5.4
p-bromophenol;heptanol;C1=CC(=CC=C1O)Br;CCCCCCCO;-10.49
methane;hexadecane;C;CCCCCCCCCCCCCCCC;0.45
ethane;hexadecane;CC;CCCCCCCCCCCCCCCC;-0.67
n-propane;hexadecane;CCC;CCCCCCCCCCCCCCCC;-1.43
n-butane;hexadecane;CCCC;CCCCCCCCCCCCCCCC;-2.2
n-pentane;hexadecane;CCCCC;CCCCCCCCCCCCCCCC;-2.95
n-hexane;hexadecane;CCCCCC;CCCCCCCCCCCCCCCC;-3.64
n-heptane;hexadecane;CCCCCCC;CCCCCCCCCCCCCCCC;-4.33
n-octane;hexadecane;CCCCCCCC;CCCCCCCCCCCCCCCC;-5.02
n-hexadecane;hexadecane;CCCCCCCCCCCCCCCC;CCCCCCCCCCCCCCCC;-10.52
2-methylpropane;hexadecane;CC(C)C;CCCCCCCCCCCCCCCC;-1.92
"2;2-dimethylpropane";hexadecane;CC(C)(C)C;CCCCCCCCCCCCCCCC;-2.48
2-methylpentane;hexadecane;CCCC(C)C;CCCCCCCCCCCCCCCC;-3.48
"2;4-dimethylpentane";hexadecane;CC(C)CC(C)C;CCCCCCCCCCCCCCCC;-3.87
"2;2;4-trimethylpentane";hexadecane;CC(C)CC(C)(C)C;CCCCCCCCCCCCCCCC;-4.24
cyclopropane;hexadecane;C1CC1;CCCCCCCCCCCCCCCC;-1.78
cyclopentane;hexadecane;C1CCCC1;CCCCCCCCCCCCCCCC;-3.38
cyclohexane;hexadecane;C1CCCCC1;CCCCCCCCCCCCCCCC;-4.04
methylcyclohexane;hexadecane;CC1CCCCC1;CCCCCCCCCCCCCCCC;-4.43
ethene;hexadecane;C=C;CCCCCCCCCCCCCCCC;-0.39
propene;hexadecane;CC=C;CCCCCCCCCCCCCCCC;-1.29
1-butene;hexadecane;CCC=C;CCCCCCCCCCCCCCCC;-2.03
1-pentene;hexadecane;CCCC=C;CCCCCCCCCCCCCCCC;-2.79
1-hexene;hexadecane;CCCCC=C;CCCCCCCCCCCCCCCC;-3.51
ethyne;hexadecane;C#C;CCCCCCCCCCCCCCCC;-0.2
propyne;hexadecane;CC#C;CCCCCCCCCCCCCCCC;-1.4
1-butyne;hexadecane;CCC#C;CCCCCCCCCCCCCCCC;-2.07
1-pentyne;hexadecane;CCCC#C;CCCCCCCCCCCCCCCC;-2.74
1-hexyne;hexadecane;CCCCC#C;CCCCCCCCCCCCCCCC;-3.42
benzene;hexadecane;C1=CC=CC=C1;CCCCCCCCCCCCCCCC;-3.8
toluene;hexadecane;CC1=CC=CC=C1;CCCCCCCCCCCCCCCC;-4.54
ethylbenzene;hexadecane;CCC1=CC=CC=C1;CCCCCCCCCCCCCCCC;-5.15
o-xylene;hexadecane;CC1=CC=CC=C1C;CCCCCCCCCCCCCCCC;-5.37
m-xylene;hexadecane;CC1=CC(=CC=C1)C;CCCCCCCCCCCCCCCC;-5.24
p-xylene;hexadecane;CC1=CC=C(C=C1)C;CCCCCCCCCCCCCCCC;-5.24
naphthalene;hexadecane;C1=CC=C2C=CC=CC2=C1;CCCCCCCCCCCCCCCC;-7.29
anthracene;hexadecane;C1=CC=C2C=C3C=CC=CC3=CC2=C1;CCCCCCCCCCCCCCCC;-10.32
chrysene;hexadecane;C1=CC=C2C(=C1)C=CC3=C2C=CC4=CC=CC=C43;CCCCCCCCCCCCCCCC;-14.1
methanol;hexadecane;CO;CCCCCCCCCCCCCCCC;-1.32
ethanol;hexadecane;CCO;CCCCCCCCCCCCCCCC;-2.03
"1;2-ethanediol";hexadecane;C(CO)O;CCCCCCCCCCCCCCCC;-2.81
1-propanol;hexadecane;CCCO;CCCCCCCCCCCCCCCC;-2.77
isopropanol;hexadecane;CC(C)O;CCCCCCCCCCCCCCCC;-2.47
1-butanol;hexadecane;CCCCO;CCCCCCCCCCCCCCCC;-3.55
t-butanol;hexadecane;CC(C)(C)O;CCCCCCCCCCCCCCCC;-2.74
cyclopentanol;hexadecane;C1CCC(C1)O;CCCCCCCCCCCCCCCC;-4.42
1-pentanol;hexadecane;CCCCCO;CCCCCCCCCCCCCCCC;-4.24
phenol;hexadecane;C1=CC=C(C=C1)O;CCCCCCCCCCCCCCCC;-5.14
1-hexanol;hexadecane;CCCCCCO;CCCCCCCCCCCCCCCC;-4.92
o-cresol;hexadecane;CC1=CC=CC=C1O;CCCCCCCCCCCCCCCC;-5.78
m-cresol;hexadecane;CC1=CC(=CC=C1)O;CCCCCCCCCCCCCCCC;-5.91
p-cresol;hexadecane;CC1=CC=C(C=C1)O;CCCCCCCCCCCCCCCC;-5.88
